Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
3,3,0,Ferocity of the Wilds,Throne of Eldraine,2R,Enchantment,Red,Uncommon,1236975,0.11,0.15,0.33,0x108013a00,
1,1,0,Fervent Champion,Throne of Eldraine,R,Creature — Human Knight,Red,Rare,1236976,0.19,0.63,0.19,0x108013a00,
1,1,0,Fires of Invention,Throne of Eldraine,3R,Enchantment,Red,Rare,1236977,0.23,0.60,0.23,0x108013a00,
4,4,0,Fling,Throne of Eldraine,1R,Instant,Red,Common,1236978,0.10,0.16,0.40,0x108013a00,
3,2,1,Irencrag Feat,Throne of Eldraine,1RRR,Sorcery,Red,Rare,1236979,0.34,0.70,1.38,0x108013a00,
1,1,0,Irencrag Pyromancer,Throne of Eldraine,2R,Creature — Human Wizard,Red,Rare,1236980,0.50,0.67,0.50,0x108013a00,
2,2,0,Joust,Throne of Eldraine,1R,Sorcery,Red,Uncommon,1236981,0.05,0.11,0.10,0x108013a00,
3,3,0,Mad Ratter,Throne of Eldraine,3R,Creature — Goblin,Red,Uncommon,1236982,0.06,0.30,0.18,0x108013a00,
4,4,0,Merchant of the Vale // Haggle,Throne of Eldraine,2R // R,Creature — Human Peasant // Instant — Adventure,Red,Common,1236983,0.09,0.20,0.36,0x108013a00,
4,4,0,Ogre Errant,Throne of Eldraine,3R,Creature — Ogre Knight,Red,Common,1236984,0.02,0.04,0.08,0x108013a00,
2,2,0,Opportunistic Dragon,Throne of Eldraine,2RR,Creature — Dragon,Red,Rare,1236985,0.21,0.32,0.42,0x108013a00,
4,4,0,Raging Redcap,Throne of Eldraine,2R,Creature — Goblin Knight,Red,Common,1236986,0.01,0.07,0.04,0x108013a00,
4,4,0,Redcap Melee,Throne of Eldraine,R,Instant,Red,Uncommon,1236987,0.11,0.28,0.44,0x108013a00,
4,4,0,Redcap Raiders,Throne of Eldraine,2R,Creature — Goblin Warrior,Red,Common,1236988,0.01,0.07,0.04,0x108013a00,
4,4,0,Rimrock Knight // Boulder Rush,Throne of Eldraine,1R // R,Creature — Dwarf Knight // Instant — Adventure,Red,Common,1236989,0.03,0.18,0.12,0x108013a00,
1,1,0,Robber of the Rich,Throne of Eldraine,1R,Creature — Human Archer Rogue,Red,Mythic Rare,1236990,6.00,5.28,6.00,0x108013a00,
4,4,0,Scorching Dragonfire,Throne of Eldraine,1R,Instant,Red,Common,1236991,0.07,0.19,0.28,0x108013a00,
4,4,0,Searing Barrage,Throne of Eldraine,4R,Instant,Red,Common,1236992,0.02,0.05,0.08,0x108013a00,
6,6,0,Seven Dwarves,Throne of Eldraine,1R,Creature — Dwarf,Red,Common,1236993,1.20,3.97,7.20,0x108013a00,
2,2,0,Skullknocker Ogre,Throne of Eldraine,3R,Creature — Ogre,Red,Uncommon,1236994,0.03,0.11,0.06,0x108013a00,
1,1,0,Slaying Fire,Throne of Eldraine,2R,Instant,Red,Uncommon,1236995,0.09,0.16,0.09,0x108013a00,
3,3,0,"Syr Carah, the Bold",Throne of Eldraine,3RR,Legendary Creature — Human Knight,Red,Uncommon,1236997,0.12,0.22,0.36,0x108013a00,
4,4,0,Thrill of Possibility,Throne of Eldraine,1R,Instant,Red,Common,1236998,0.10,0.27,0.40,0x108013a00,
1,1,0,"Torbran, Thane of Red Fell",Throne of Eldraine,1RRR,Legendary Creature — Dwarf Noble,Red,Rare,1236999,0.70,3.02,0.70,0x108013a00,
4,3,1,Weaselback Redcap,Throne of Eldraine,R,Creature — Goblin Knight,Red,Common,1237000,0.02,0.12,0.18,0x108013a00,
3,3,0,Beanstalk Giant // Fertile Footsteps,Throne of Eldraine,6G // 2G,Creature — Giant // Sorcery — Adventure,Green,Uncommon,1237001,0.10,0.35,0.30,0x108013a00,
4,4,0,Curious Pair // Treats to Share,Throne of Eldraine,1G // G,Creature — Human Peasant // Sorcery — Adventure,Green,Common,1237002,0.02,0.08,0.08,0x108013a00,
2,2,0,Edgewall Innkeeper,Throne of Eldraine,G,Creature — Human Peasant,Green,Uncommon,1237003,0.11,0.35,0.22,0x108013a00,
2,2,0,Feasting Troll King,Throne of Eldraine,2GGGG,Creature — Troll Noble,Green,Rare,1237004,0.35,0.38,0.70,0x108013a00,
4,4,0,Fell the Pheasant,Throne of Eldraine,1G,Instant,Green,Common,1237005,0.01,0.06,0.04,0x108013a00,
4,4,0,Fierce Witchstalker,Throne of Eldraine,2GG,Creature — Wolf,Green,Common,1237006,0.03,0.12,0.12,0x108013a00,
2,2,0,Flaxen Intruder // Welcome Home,Throne of Eldraine,G // 5GG,Creature — Human Berserker // Sorcery — Adventure,Green,Uncommon,1237007,0.10,0.12,0.20,0x108013a00,
4,4,0,Garenbrig Carver // Shield's Might,Throne of Eldraine,3G // 1G,Creature — Human Warrior // Instant — Adventure,Green,Common,1237008,0.02,0.11,0.08,0x108013a00,
4,4,0,Garenbrig Paladin,Throne of Eldraine,4G,Creature — Giant Knight,Green,Common,1237009,0.01,0.10,0.04,0x108013a00,
4,4,0,Garenbrig Squire,Throne of Eldraine,1G,Creature — Human Soldier,Green,Common,1237010,0.01,0.04,0.04,0x108013a00,
2,2,0,Giant Opportunity,Throne of Eldraine,2G,Sorcery,Green,Uncommon,1237011,0.10,0.21,0.20,0x108013a00,
1,1,0,The Great Henge,Throne of Eldraine,7GG,Legendary Artifact,Green,Mythic Rare,1237013,45.06,55.36,45.06,0x108013a00,
4,4,0,Insatiable Appetite,Throne of Eldraine,1G,Instant,Green,Common,1237014,0.01,0.09,0.04,0x108013a00,
2,2,0,Keeper of Fables,Throne of Eldraine,3GG,Creature — Cat,Green,Uncommon,1237015,0.12,0.40,0.24,0x108013a00,
3,3,0,Kenrith's Transformation,Throne of Eldraine,1G,Enchantment — Aura,Green,Uncommon,1237016,0.64,0.81,1.92,0x108013a00,
1,1,0,Lovestruck Beast // Heart's Desire,Throne of Eldraine,2G // G,Creature — Beast Noble // Sorcery — Adventure,Green,Rare,1237017,0.20,0.45,0.20,0x108013a00,
4,4,0,Maraleaf Rider,Throne of Eldraine,1G,Creature — Elf Knight,Green,Common,1237018,0.01,0.07,0.04,0x108013a00,
3,3,0,Oakhame Adversary,Throne of Eldraine,3G,Creature — Elf Warrior,Green,Uncommon,1237019,0.27,2.73,0.81,0x108013a00,
3,3,0,Once and Future,Throne of Eldraine,3G,Instant,Green,Uncommon,1237020,0.22,0.27,0.66,0x108013a00,
3,3,0,Once Upon a Time,Throne of Eldraine,1G,Instant,Green,Rare,1237021,1.32,1.97,3.96,0x108013a00,
4,4,0,Outmuscle,Throne of Eldraine,3G,Sorcery,Green,Common,1237022,0.04,0.11,0.16,0x108013a00,
1,1,0,Return of the Wildspeaker,Throne of Eldraine,4G,Instant,Green,Rare,1237024,1.65,2.95,1.65,0x108013a00,
4,4,0,Return to Nature,Throne of Eldraine,1G,Instant,Green,Common,1237025,0.09,0.25,0.36,0x108013a00,
4,4,0,Rosethorn Acolyte // Seasonal Ritual,Throne of Eldraine,2G // G,Creature — Elf Druid // Sorcery — Adventure,Green,Common,1237026,0.02,0.13,0.08,0x108013a00,
4,4,0,Rosethorn Halberd,Throne of Eldraine,G,Artifact — Equipment,Green,Common,1237027,0.01,0.08,0.04,0x108013a00,
4,4,0,Sporecap Spider,Throne of Eldraine,2G,Creature — Spider,Green,Common,1237028,0.01,0.10,0.04,0x108013a00,
1,1,0,"Syr Faren, the Hengehammer",Throne of Eldraine,GG,Legendary Creature — Human Knight,Green,Uncommon,1237029,0.08,0.24,0.08,0x108013a00,
4,4,0,Tall as a Beanstalk,Throne of Eldraine,3G,Enchantment — Aura,Green,Common,1237030,0.02,0.06,0.08,0x108013a00,
2,2,0,Trail of Crumbs,Throne of Eldraine,1G,Enchantment,Green,Uncommon,1237031,0.17,0.32,0.34,0x108013a00,
4,4,0,Tuinvale Treefolk // Oaken Boon,Throne of Eldraine,5G // 3G,Creature — Treefolk Druid // Sorcery — Adventure,Green,Common,1237032,0.01,0.07,0.04,0x108013a00,
4,4,0,Wildwood Tracker,Throne of Eldraine,G,Creature — Elf Warrior,Green,Common,1237035,0.02,0.14,0.08,0x108013a00,
4,4,0,Wolf's Quarry,Throne of Eldraine,4GG,Sorcery,Green,Common,1237036,0.02,0.13,0.08,0x108013a00,
2,2,0,"Yorvo, Lord of Garenbrig",Throne of Eldraine,GGG,Legendary Creature — Giant Noble,Green,Rare,1237037,0.17,0.74,0.34,0x108013a00,
1,1,0,Dance of the Manse,Throne of Eldraine,XWU,Sorcery,Gold,Rare,1237038,0.42,0.60,0.42,0x108013a00,
1,1,0,Doom Foretold,Throne of Eldraine,2WB,Enchantment,Gold,Rare,1237039,0.35,0.45,0.35,0x108013a00,
3,3,0,Drown in the Loch,Throne of Eldraine,UB,Instant,Gold,Uncommon,1237040,1.64,7.01,4.92,0x108013a00,
1,1,0,Escape to the Wilds,Throne of Eldraine,3RG,Sorcery,Gold,Rare,1237041,0.49,0.66,0.49,0x108013a00,
1,1,0,Faeburrow Elder,Throne of Eldraine,1GW,Creature — Treefolk Druid,Gold,Rare,1237042,2.20,3.12,2.20,0x108013a00,
1,1,0,"Garruk, Cursed Huntsman",Throne of Eldraine,4BG,Legendary Planeswalker — Garruk,Gold,Mythic Rare,1237043,4.24,3.01,4.24,0x108013a00,
3,3,0,"Grumgully, the Generous",Throne of Eldraine,1RG,Legendary Creature — Goblin Shaman,Gold,Uncommon,1237044,0.15,0.51,0.45,0x108013a00,
3,3,0,Improbable Alliance,Throne of Eldraine,UR,Enchantment,Gold,Uncommon,1237045,0.16,0.36,0.48,0x108013a00,
3,3,0,Inspiring Veteran,Throne of Eldraine,RW,Creature — Human Knight,Gold,Uncommon,1237046,0.08,0.23,0.24,0x108013a00,
1,1,0,Lochmere Serpent,Throne of Eldraine,4UB,Creature — Serpent,Gold,Rare,1237047,0.20,0.24,0.20,0x108013a00,
3,3,0,Maraleaf Pixie,Throne of Eldraine,GU,Creature — Faerie,Gold,Uncommon,1237048,0.11,0.24,0.33,0x108013a00,
1,1,0,"Oko, Thief of Crowns",Throne of Eldraine,1GU,Legendary Planeswalker — Oko,Gold,Mythic Rare,1237049,16.19,28.02,16.19,0x108013a00,
2,2,0,Savvy Hunter,Throne of Eldraine,1BG,Creature — Human Warrior,Gold,Uncommon,1237052,0.04,0.19,0.08,0x108013a00,
2,2,0,Shinechaser,Throne of Eldraine,1WU,Creature — Faerie,Gold,Uncommon,1237053,0.03,0.11,0.06,0x108013a00,
2,2,0,Steelclaw Lance,Throne of Eldraine,BR,Artifact — Equipment,Gold,Uncommon,1237054,0.02,0.16,0.04,0x108013a00,
2,2,0,Stormfist Crusader,Throne of Eldraine,BR,Creature — Human Knight,Gold,Rare,1237055,0.42,0.66,0.84,0x108013a00,
2,2,0,Wandermare,Throne of Eldraine,1GW,Creature — Horse,Gold,Uncommon,1237056,0.04,0.20,0.08,0x108013a00,
1,1,0,Wintermoor Commander,Throne of Eldraine,WB,Creature — Human Knight,Gold,Uncommon,1237057,0.08,0.22,0.08,0x108013a00,
2,2,0,Arcanist's Owl,Throne of Eldraine,{W/U}{W/U}{W/U}{W/U},Artifact Creature — Bird,Gold,Uncommon,1237058,0.06,0.36,0.12,0x108013a00,
2,2,0,Covetous Urge,Throne of Eldraine,{U/B}{U/B}{U/B}{U/B},Sorcery,Gold,Uncommon,1237059,0.07,0.23,0.14,0x108013a00,
2,2,0,Deathless Knight,Throne of Eldraine,{B/G}{B/G}{B/G}{B/G},Creature — Skeleton Knight,Gold,Uncommon,1237060,0.11,0.16,0.22,0x108013a00,
2,2,0,Elite Headhunter,Throne of Eldraine,{B/R}{B/R}{B/R}{B/R},Creature — Human Knight,Gold,Uncommon,1237061,0.03,0.15,0.06,0x108013a00,
2,2,0,Fireborn Knight,Throne of Eldraine,{R/W}{R/W}{R/W}{R/W},Creature — Human Knight,Gold,Uncommon,1237062,0.04,0.12,0.08,0x108013a00,
2,2,0,Loch Dragon,Throne of Eldraine,{U/R}{U/R}{U/R}{U/R},Creature — Dragon,Gold,Uncommon,1237063,0.11,0.17,0.22,0x108013a00,
1,1,0,Oakhame Ranger // Bring Back,Throne of Eldraine,{G/W}{G/W}{G/W}{G/W} // {G/W}{G/W}{G/W}{G/W},Creature — Elf Knight // Sorcery — Adventure,Gold,Uncommon,1237064,0.07,0.14,0.07,0x108013a00,
2,2,0,Rampart Smasher,Throne of Eldraine,{R/G}{R/G}{R/G}{R/G},Creature — Giant,Gold,Uncommon,1237065,0.05,0.16,0.10,0x108013a00,
2,2,0,Resolute Rider,Throne of Eldraine,{W/B}{W/B}{W/B}{W/B},Creature — Human Knight,Gold,Uncommon,1237066,0.08,0.19,0.16,0x108013a00,
4,3,1,Thunderous Snapper,Throne of Eldraine,{G/U}{G/U}{G/U}{G/U},Creature — Turtle Hydra,Gold,Uncommon,1237067,0.09,0.19,0.46,0x108013a00,
2,2,0,Clockwork Servant,Throne of Eldraine,3,Artifact Creature — Gnome,Artifact,Uncommon,1237068,0.03,0.08,0.06,0x108013a00,
4,3,1,Crashing Drawbridge,Throne of Eldraine,2,Artifact Creature — Wall,Artifact,Common,1237069,0.25,0.56,1.31,0x108013a00,
3,3,0,Enchanted Carriage,Throne of Eldraine,5,Artifact — Vehicle,Artifact,Uncommon,1237070,0.05,0.14,0.15,0x108013a00,
4,4,0,Gingerbrute,Throne of Eldraine,1,Artifact Creature — Food Golem,Artifact,Common,1237071,0.19,0.73,0.76,0x108013a00,
4,4,0,Golden Egg,Throne of Eldraine,2,Artifact — Food,Artifact,Common,1237072,0.05,0.23,0.20,0x108013a00,
4,4,0,Henge Walker,Throne of Eldraine,3,Artifact Creature — Golem,Artifact,Common,1237073,0.02,0.08,0.08,0x108013a00,
2,2,0,Heraldic Banner,Throne of Eldraine,3,Artifact,Artifact,Uncommon,1237074,0.92,1.18,1.84,0x108013a00,
3,3,0,Inquisitive Puppet,Throne of Eldraine,1,Artifact Creature — Construct,Artifact,Uncommon,1237075,0.07,0.14,0.21,0x108013a00,
4,4,0,Jousting Dummy,Throne of Eldraine,2,Artifact Creature — Scarecrow Knight,Artifact,Common,1237076,0.04,0.12,0.16,0x108013a00,
4,4,0,Locthwain Gargoyle,Throne of Eldraine,1,Artifact Creature — Gargoyle,Artifact,Common,1237077,0.02,0.10,0.08,0x108013a00,
2,2,0,Lucky Clover,Throne of Eldraine,2,Artifact,Artifact,Uncommon,1237078,0.10,0.53,0.20,0x108013a00,
4,4,0,Prophet of the Peak,Throne of Eldraine,6,Artifact Creature — Cat,Artifact,Common,1237079,0.02,0.10,0.08,0x108013a00,
4,4,0,Roving Keep,Throne of Eldraine,7,Artifact Creature — Wall,Artifact,Common,1237080,0.01,0.10,0.04,0x108013a00,
4,3,1,Scalding Cauldron,Throne of Eldraine,1,Artifact,Artifact,Common,1237081,0.03,0.08,0.17,0x108013a00,
2,2,0,Shambling Suit,Throne of Eldraine,3,Artifact Creature — Construct,Artifact,Uncommon,1237082,0.05,0.15,0.10,0x108013a00,
4,4,0,Signpost Scarecrow,Throne of Eldraine,4,Artifact Creature — Scarecrow,Artifact,Common,1237083,0.04,0.13,0.16,0x108013a00,
1,1,0,Sorcerer's Broom,Throne of Eldraine,2,Artifact Creature — Spirit,Artifact,Uncommon,1237084,0.03,0.11,0.03,0x108013a00,
3,3,0,Spinning Wheel,Throne of Eldraine,3,Artifact,Artifact,Uncommon,1237086,0.17,0.20,0.51,0x108013a00,
1,1,0,Stonecoil Serpent,Throne of Eldraine,X,Artifact Creature — Snake,Artifact,Rare,1237087,2.26,4.16,2.26,0x108013a00,
4,4,0,Weapon Rack,Throne of Eldraine,4,Artifact,Artifact,Common,1237088,0.01,0.12,0.04,0x108013a00,
3,3,0,Witch's Oven,Throne of Eldraine,1,Artifact,Artifact,Uncommon,1237089,0.25,0.88,0.75,0x108013a00,
1,1,0,Castle Ardenvale,Throne of Eldraine,,Land,Land,Rare,1237090,2.33,2.43,2.33,0x108013a00,
1,1,0,Castle Garenbrig,Throne of Eldraine,,Land,Land,Rare,1237092,6.71,9.07,6.71,0x108013a00,
1,1,0,Castle Locthwain,Throne of Eldraine,,Land,Land,Rare,1237093,3.64,4.73,3.64,0x108013a00,
1,1,0,Castle Vantress,Throne of Eldraine,,Land,Land,Rare,1237094,0.86,2.17,0.86,0x108013a00,
4,4,0,Dwarven Mine,Throne of Eldraine,,Land — Mountain,Land,Common,1237095,0.11,0.43,0.44,0x108013a00,
4,4,0,Gingerbread Cabin,Throne of Eldraine,,Land — Forest,Land,Common,1237097,0.09,0.26,0.36,0x108013a00,
4,4,0,Idyllic Grange,Throne of Eldraine,,Land — Plains,Land,Common,1237098,0.08,0.29,0.32,0x108013a00,
4,4,0,Mystic Sanctuary,Throne of Eldraine,,Land — Island,Land,Common,1237099,0.79,3.27,3.16,0x108013a00,
3,3,0,Tournament Grounds,Throne of Eldraine,,Land,Land,Uncommon,1237100,0.11,0.28,0.33,0x108013a00,
4,4,0,Witch's Cottage,Throne of Eldraine,,Land — Swamp,Land,Common,1237101,0.24,0.88,0.96,0x108013a00,
4,4,0,Plains,Throne of Eldraine,,Basic Land — Plains,BasicLand,Common,1237102,0.16,0.23,0.64,0x108013a00,
3,3,0,Plains,Throne of Eldraine,,Basic Land — Plains,BasicLand,Common,1237103,0.16,0.23,0.48,0x108013a00,
2,2,0,Plains,Throne of Eldraine,,Basic Land — Plains,BasicLand,Common,1237104,0.16,0.23,0.32,0x108013a00,
3,3,0,Plains,Throne of Eldraine,,Basic Land — Plains,BasicLand,Common,1237105,0.16,0.23,0.48,0x108013a00,
4,4,0,Island,Throne of Eldraine,,Basic Land — Island,BasicLand,Common,1237106,0.32,0.46,1.28,0x108013a00,
3,3,0,Island,Throne of Eldraine,,Basic Land — Island,BasicLand,Common,1237107,0.32,0.46,0.96,0x108013a00,
4,3,1,Island,Throne of Eldraine,,Basic Land — Island,BasicLand,Common,1237108,0.32,0.46,1.42,0x108013a00,
3,3,0,Island,Throne of Eldraine,,Basic Land — Island,BasicLand,Common,1237109,0.32,0.46,0.96,0x108013a00,
4,3,1,Swamp,Throne of Eldraine,,Basic Land — Swamp,BasicLand,Common,1237110,0.24,0.36,1.08,0x108013a00,
3,2,1,Swamp,Throne of Eldraine,,Basic Land — Swamp,BasicLand,Common,1237111,0.24,0.36,0.84,0x108013a00,
4,4,0,Swamp,Throne of Eldraine,,Basic Land — Swamp,BasicLand,Common,1237112,0.24,0.36,0.96,0x108013a00,
4,4,0,Swamp,Throne of Eldraine,,Basic Land — Swamp,BasicLand,Common,1237113,0.24,0.36,0.96,0x108013a00,
3,3,0,Mountain,Throne of Eldraine,,Basic Land — Mountain,BasicLand,Common,1237114,0.26,0.33,0.78,0x108013a00,
1,1,0,Mountain,Throne of Eldraine,,Basic Land — Mountain,BasicLand,Common,1237115,0.26,0.33,0.26,0x108013a00,
3,3,0,Mountain,Throne of Eldraine,,Basic Land — Mountain,BasicLand,Common,1237116,0.26,0.33,0.78,0x108013a00,
2,2,0,Mountain,Throne of Eldraine,,Basic Land — Mountain,BasicLand,Common,1237117,0.26,0.33,0.52,0x108013a00,
3,3,0,Forest,Throne of Eldraine,,Basic Land — Forest,BasicLand,Common,1237118,0.27,0.51,0.81,0x108013a00,
3,3,0,Forest,Throne of Eldraine,,Basic Land — Forest,BasicLand,Common,1237119,0.27,0.51,0.81,0x108013a00,
2,2,0,Forest,Throne of Eldraine,,Basic Land — Forest,BasicLand,Common,1237120,0.27,0.51,0.54,0x108013a00,
3,2,1,Forest,Throne of Eldraine,,Basic Land — Forest,BasicLand,Common,1237121,0.27,0.51,1.05,0x108013a00,
1,1,0,Lonesome Unicorn // Rider in Need,Throne of Eldraine,4W // 2W,Creature — Unicorn // Sorcery — Adventure,White,Common,1237159,0.02,0.11,0.02,0x108013a00,
1,1,0,Hypnotic Sprite // Mesmeric Glare,Throne of Eldraine,UU // 2U,Creature — Faerie // Instant — Adventure,Blue,Uncommon,1237166,0.16,0.16,0.16,0x108013a00,
2,1,1,Foulmire Knight // Profane Insight,Throne of Eldraine,B // 2B,Creature — Zombie Knight // Instant — Adventure,Black,Uncommon,1237169,0.10,0.29,0.39,0x108013a00,
1,1,0,Order of Midnight // Alter Fate,Throne of Eldraine,1B // 1B,Creature — Human Knight // Sorcery — Adventure,Black,Uncommon,1237171,0.10,0.23,0.10,0x108013a00,
1,1,0,Beanstalk Giant // Fertile Footsteps,Throne of Eldraine,6G // 2G,Creature — Giant // Sorcery — Adventure,Green,Uncommon,1237178,0.10,0.35,0.10,0x108013a00,
1,1,0,Flaxen Intruder // Welcome Home,Throne of Eldraine,G // 5GG,Creature — Human Berserker // Sorcery — Adventure,Green,Uncommon,1237180,0.10,0.12,0.10,0x108013a00,
1,0,1,Garenbrig Carver // Shield's Might,Throne of Eldraine,3G // 1G,Creature — Human Warrior // Instant — Adventure,Green,Common,1237181,0.02,0.11,0.11,0x108013a00,
2,2,0,Oakhame Ranger // Bring Back,Throne of Eldraine,{G/W}{G/W}{G/W}{G/W} // {G/W}{G/W}{G/W}{G/W},Creature — Elf Knight // Sorcery — Adventure,Gold,Uncommon,1237185,0.07,0.14,0.14,0x108013a00,
3,3,0,Alseid of Life's Bounty,Theros Beyond Death,W,Enchantment Creature — Nymph,White,Uncommon,1237357,0.72,0.90,2.16,0x108013a00,
4,4,0,Archon of Falling Stars,Theros Beyond Death,4WW,Creature — Archon,White,Uncommon,1237358,0.07,0.12,0.28,0x108013a00,
2,2,0,Banishing Light,Theros Beyond Death,2W,Enchantment,White,Uncommon,1237360,0.09,0.39,0.18,0x108013a00,
2,2,0,The Birth of Meletis,Theros Beyond Death,1W,Enchantment — Saga,White,Uncommon,1237361,0.24,1.02,0.48,0x108013a00,
4,4,0,Captivating Unicorn,Theros Beyond Death,4W,Creature — Unicorn,White,Common,1237362,0.02,0.15,0.08,0x108013a00,
2,2,0,Commanding Presence,Theros Beyond Death,3W,Enchantment — Aura,White,Uncommon,1237363,0.07,0.15,0.14,0x108013a00,
2,2,0,Dawn Evangel,Theros Beyond Death,2W,Enchantment Creature — Human Cleric,White,Uncommon,1237364,0.05,0.13,0.10,0x108013a00,
1,1,0,"Daxos, Blessed by the Sun",Theros Beyond Death,WW,Legendary Enchantment Creature — Demigod,White,Uncommon,1237365,0.48,0.48,0.48,0x108013a00,
4,4,0,Daybreak Chimera,Theros Beyond Death,3WW,Creature — Chimera,White,Common,1237366,0.02,0.15,0.08,0x108013a00,
4,4,0,Dreadful Apathy,Theros Beyond Death,2W,Enchantment — Aura,White,Common,1237367,0.02,0.09,0.08,0x108013a00,
2,2,0,Eidolon of Obstruction,Theros Beyond Death,1W,Enchantment Creature — Spirit,White,Rare,1237368,0.15,0.28,0.30,0x108013a00,
2,1,1,Elspeth Conquers Death,Theros Beyond Death,3WW,Enchantment — Saga,White,Rare,1237369,0.47,2.97,3.44,0x108013a00,
3,3,0,Favored of Iroas,Theros Beyond Death,2W,Creature — Human Soldier,White,Uncommon,1237371,0.03,0.09,0.09,0x108013a00,
4,4,0,Flicker of Fate,Theros Beyond Death,1W,Instant,White,Common,1237372,0.06,0.20,0.24,0x108013a00,
4,4,0,Glory Bearers,Theros Beyond Death,3W,Enchantment Creature — Human Cleric,White,Common,1237373,0.03,0.06,0.12,0x108013a00,
1,1,0,"Heliod, Sun-Crowned",Theros Beyond Death,2W,Legendary Enchantment Creature — God,White,Mythic Rare,1237374,23.06,26.37,23.06,0x108013a00,
1,1,0,Heliod's Intervention,Theros Beyond Death,XWW,Instant,White,Rare,1237375,2.09,2.83,2.09,0x108013a00,
4,4,0,Heliod's Pilgrim,Theros Beyond Death,2W,Creature — Human Cleric,White,Common,1237376,0.09,0.18,0.36,0x108013a00,
3,2,1,Heliod's Punishment,Theros Beyond Death,1W,Enchantment — Aura,White,Uncommon,1237377,0.06,0.12,0.24,0x108013a00,
4,4,0,Hero of the Pride,Theros Beyond Death,1W,Creature — Cat Soldier,White,Common,1237378,0.02,0.13,0.08,0x108013a00,
1,1,0,Hero of the Winds,Theros Beyond Death,3W,Creature — Human Soldier,White,Uncommon,1237379,0.01,0.09,0.01,0x108013a00,
3,2,1,Idyllic Tutor,Theros Beyond Death,2W,Sorcery,White,Rare,1237380,4.04,4.71,12.79,0x108013a00,
4,4,0,Indomitable Will,Theros Beyond Death,1W,Enchantment — Aura,White,Common,1237381,0.03,0.06,0.12,0x108013a00,
4,4,0,Karametra's Blessing,Theros Beyond Death,W,Instant,White,Common,1237382,0.10,0.28,0.40,0x108013a00,
3,3,0,Lagonna-Band Storyteller,Theros Beyond Death,3W,Creature — Centaur Advisor,White,Uncommon,1237383,0.06,0.09,0.18,0x108013a00,
4,4,0,Leonin of the Lost Pride,Theros Beyond Death,1W,Creature — Cat Warrior,White,Common,1237384,0.02,0.13,0.08,0x108013a00,
4,4,0,Nyxborn Courser,Theros Beyond Death,1WW,Enchantment Creature — Centaur Scout,White,Common,1237385,0.04,0.04,0.16,0x108013a00,
4,4,0,Omen of the Sun,Theros Beyond Death,2W,Enchantment,White,Common,1237386,0.11,0.22,0.44,0x108013a00,
4,4,0,Phalanx Tactics,Theros Beyond Death,1W,Instant,White,Uncommon,1237387,0.03,0.10,0.12,0x108013a00,
4,4,0,Pious Wayfarer,Theros Beyond Death,W,Creature — Human Scout,White,Common,1237388,0.03,0.06,0.12,0x108013a00,
4,4,0,Reverent Hoplite,Theros Beyond Death,4W,Creature — Human Soldier,White,Uncommon,1237389,0.09,0.20,0.36,0x108013a00,
4,4,0,Revoke Existence,Theros Beyond Death,1W,Sorcery,White,Common,1237390,0.01,0.10,0.04,0x108013a00,
4,4,0,Rumbling Sentry,Theros Beyond Death,3WW,Creature — Giant,White,Common,1237391,0.01,0.02,0.04,0x108013a00,
4,4,0,Sentinel's Eyes,Theros Beyond Death,W,Enchantment — Aura,White,Common,1237392,0.20,0.36,0.80,0x108013a00,
1,1,0,Shatter the Sky,Theros Beyond Death,2WW,Sorcery,White,Rare,1237393,0.24,1.20,0.24,0x108013a00,
4,4,0,Sunmane Pegasus,Theros Beyond Death,3W,Creature — Pegasus,White,Common,1237394,0.01,0.09,0.04,0x108013a00,
2,2,0,"Taranika, Akroan Veteran",Theros Beyond Death,1WW,Legendary Creature — Human Soldier,White,Rare,1237395,0.18,0.23,0.36,0x108013a00,
4,4,0,Transcendent Envoy,Theros Beyond Death,1W,Enchantment Creature — Griffin,White,Common,1237396,0.06,0.18,0.24,0x108013a00,
4,3,1,Triumphant Surge,Theros Beyond Death,3W,Instant,White,Common,1237397,0.02,0.07,0.13,0x108013a00,
1,1,0,Ashiok's Erasure,Theros Beyond Death,2UU,Enchantment,Blue,Rare,1237399,0.16,0.23,0.16,0x108013a00,
3,3,0,Brine Giant,Theros Beyond Death,6U,Creature — Giant,Blue,Common,1237400,0.01,0.14,0.03,0x108013a00,
4,3,1,"Callaphe, Beloved of the Sea",Theros Beyond Death,1UU,Legendary Enchantment Creature — Demigod,Blue,Uncommon,1237401,0.08,0.18,0.42,0x108013a00,
4,4,0,Chain to Memory,Theros Beyond Death,U,Instant,Blue,Common,1237402,0.01,0.06,0.04,0x108013a00,
4,4,0,Deny the Divine,Theros Beyond Death,2U,Instant,Blue,Common,1237403,0.01,0.07,0.04,0x108013a00,
4,4,0,Eidolon of Philosophy,Theros Beyond Death,U,Enchantment Creature — Spirit,Blue,Common,1237404,0.01,0.08,0.04,0x108013a00,
4,4,0,Elite Instructor,Theros Beyond Death,2U,Creature — Human Wizard,Blue,Common,1237405,0.02,0.09,0.08,0x108013a00,
1,1,0,Glimpse of Freedom,Theros Beyond Death,1U,Instant,Blue,Uncommon,1237406,0.06,0.14,0.06,0x108013a00,
